,step,Validation/Accuracy_agri,Validation/Accuracy_barrenland,Validation/Accuracy_grassland,Validation/Accuracy_urban,epoch,lr-Adam,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step,val_accuracy,val_loss
222,2119,,,,,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,,"[1.0, 1.0, 0.9375, 1.0, 1.0, 1.0, 1.0]",,"[0.00035285577178001404, 0.0005257837474346161, 0.13512150943279266, 0.0019182562828063965, 3.602355718612671e-06, 6.593018770217896e-05, 0.0002525746822357178]",,
223,2129,,,,,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0016991794109344482, 6.555020809173584e-05, 0.007059898227453232, 6.070360541343689e-05, 0.0012939684092998505, 0.0013627037405967712, 0.000825047492980957]",,
224,2139,,,,,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.043689340353012085, 0.003948327153921127, 0.00015188008546829224, 1.4081597328186035e-06, 0.0002327561378479004, 0.012221530079841614, 0.000636078417301178]",,
225,2149,,,,,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00012367963790893555, 0.011155590415000916, 0.0023091472685337067, 0.0012658573687076569, 6.803497672080994e-05, 1.5716999769210815e-05, 0.0555976927280426]",,
226,2159,,,,,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.10367479175329208, 0.0017208978533744812, 0.00028359144926071167, 0.00014918670058250427, 0.0015913881361484528, 0.00032056868076324463, 0.00014800205826759338]",,
227,2169,,,,,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.0006666891276836395, 0.005752436816692352, 0.0640731155872345, 0.0004703737795352936, 0.0024100802838802338, 7.624551653862e-05, 0.0037345513701438904]",,
228,2179,,,,,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9375]",,"[0.009662088006734848, 7.024779915809631e-05, 0.004841037094593048, 0.0013048388063907623, 0.00026206299662590027, 0.0006128586828708649, 0.19293397665023804]",,
229,2189,,,,,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.0007711946964263916, 0.00018652528524398804, 0.003756009042263031, 0.0030106939375400543, 0.01090104877948761, 0.07892020046710968, 4.9948692321777344e-05]",,
230,2199,"[0.9900990128517151, 0.9986894130706787, 0.990231990814209, 1.0, 0.9902557730674744, 0.9859334826469421, 0.9430692791938782]","[0.9987146258354187, 1.0, 1.0, 1.0, 0.9975639581680298, 0.9298029541969299, 0.9974683523178101]","[0.9963414669036865, 0.992601752281189, 0.9948717951774597, 0.9962916970252991, 0.9986594915390015, 0.9755799770355225, 0.9792429804801941]","[0.996221661567688, 0.9975031018257141, 0.995055615901947, 1.0, 1.0, 0.9707750678062439, 0.9910600185394287]","[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",,"[0.9982812404632568, 0.9979687333106995, 0.998046875, 0.9999218583106995, 1.0, 0.9817968606948853, 0.9955468773841858]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]","[0.005805337335914373, 0.009068924002349377, 0.006222035735845566, 0.001148135052062571, 8.568626799387857e-05, 0.0562765933573246, 0.014635039493441582]","[0.003812994807958603, 0.0020373761653900146, 0.0011960715055465698, 0.00041257962584495544, 0.00010954588651657104, 0.011187247931957245, 0.07561434805393219]","[0.995312511920929, 0.9971874952316284, 0.9950000047683716, 0.9990624785423279, 0.9965624809265137, 0.9653124809265137, 0.9775000214576721]","[0.011204871349036694, 0.013760005123913288, 0.01375685352832079, 0.00751692708581686, 0.014178058132529259, 0.09675990790128708, 0.08323440700769424]"
231,2200,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
232,2209,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[7.123872637748718e-05, 0.07921190559864044, 0.0008971914649009705, 0.0005172900855541229, 0.01019495353102684, 0.005933050066232681, 0.0016857460141181946]",,
233,2219,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 0.9375, 1.0, 1.0, 1.0, 0.96875]",,"[6.669387221336365e-05, 0.0006666891276836395, 0.10897910594940186, 0.025620244443416595, 0.00034003332257270813, 0.0017162375152111053, 0.05529925227165222]",,
234,2229,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0008740909397602081, 0.00037752464413642883, 0.000272456556558609, 0.0006206370890140533, 6.0249119997024536e-05, 0.0019942335784435272, 0.009014289826154709]",,
235,2239,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 0.96875, 1.0, 1.0, 1.0]",,"[0.0005180090665817261, 0.003422420471906662, 0.005339127033948898, 0.07261499762535095, 0.0005942955613136292, 0.000653579831123352, 0.00012417882680892944]",,
236,2249,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.00028438493609428406, 0.0005489587783813477, 0.002253670245409012, 5.156174302101135e-05, 5.493685603141785e-05, 0.0017121508717536926, 0.11929447948932648]",,
237,2259,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0006203241646289825, 0.0007228218019008636, 0.0005560331046581268, 0.00013387203216552734, 8.008629083633423e-05, 0.009555719792842865, 0.0020580217242240906]",,
238,2269,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0026854388415813446, 0.016395002603530884, 0.000286981463432312, 0.00011965259909629822, 7.215514779090881e-05, 0.0023407936096191406, 0.007145702838897705]",,
239,2279,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 0.9375, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0003335028886795044, 0.08533154428005219, 0.0020111054182052612, 0.0015569664537906647, 0.00018599629402160645, 0.001962069422006607, 5.064532160758972e-05]",,
240,2289,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.04402486979961395, 0.1712217777967453, 6.603822112083435e-05, 0.000758100301027298, 0.0001651868224143982, 0.00017040222883224487, 0.0002032071352005005]",,
241,2299,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[4.8197805881500244e-05, 0.0001011192798614502, 0.04488398879766464, 0.0001418180763721466, 0.0010094232857227325, 0.0002486519515514374, 0.0051139965653419495]",,
242,2309,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.9375, 1.0, 1.0]",,"[0.00013444200158119202, 0.004003558307886124, 0.0027572549879550934, 0.0013062916696071625, 0.11906793713569641, 0.022870872169733047, 5.7619065046310425e-05]",,
243,2319,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.025109734386205673, 0.0012447573244571686, 7.089227437973022e-05, 0.0004851333796977997, 2.2970139980316162e-05, 0.0061181411147117615, 0.00012888014316558838]",,
244,2329,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.008050724864006042, 0.04404720664024353, 0.0007859505712985992, 0.0018152594566345215, 0.0006216913461685181, 6.817281246185303e-05, 0.00011644884943962097]",,
245,2339,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0010934248566627502, 0.00019765645265579224, 0.004247162491083145, 5.490332841873169e-05, 0.011699676513671875, 0.00024341419339179993, 0.023225300014019012]",,
246,2349,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.90625, 1.0]",,"[5.9392303228378296e-05, 0.01143878698348999, 0.0019445940852165222, 0.00012778490781784058, 0.004192624241113663, 0.20619450509548187, 0.0006546229124069214]",,
247,2359,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.15424983203411102, 0.001541677862405777, 0.0007527321577072144, 0.0008350387215614319, 0.0068345144391059875, 4.258006811141968e-05, 7.897615432739258e-06]",,
248,2369,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.00033298879861831665, 4.361569881439209e-05, 0.055578868836164474, 0.0019704923033714294, 0.0025400370359420776, 0.006665684282779694, 0.0018153376877307892]",,
249,2379,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0003397800028324127, 0.0009065642952919006, 0.025054823607206345, 0.00047144293785095215, 0.0033702924847602844, 5.672872066497803e-05, 0.00041959434747695923]",,
250,2389,,,,,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00014570727944374084, 6.501004099845886e-05, 0.0031917840242385864, 0.0007649324834346771, 0.049692925065755844, 0.006940223276615143, 0.0001743696630001068]",,
251,2399,"[1.0, 0.9938119053840637, 0.9816513657569885, 0.9938949942588806, 0.9731457829475403, 0.9902557730674744, 0.8923267126083374]","[1.0, 0.9961439371109009, 1.0, 1.0, 0.9852216839790344, 0.9975639581680298, 0.9911392331123352]","[0.995055615901947, 0.997560977935791, 0.9913686513900757, 0.9935897588729858, 0.9890109896659851, 0.9986594915390015, 0.9963369965553284]","[1.0, 0.996221661567688, 0.9987515807151794, 0.9975278377532959, 0.9923760890960693, 1.0, 0.9987228512763977]","[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]",,"[0.9995312690734863, 0.9986718893051147, 0.9977343678474426, 0.999218761920929, 0.9820312261581421, 1.0, 0.99609375]","[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]","[0.001505739986896515, 0.004660575184971094, 0.008225763216614723, 0.0034266903530806303, 0.05718698352575302, 7.095892215147614e-05, 0.014000357128679752]","[0.0006732046604156494, 6.49765133857727e-05, 0.0026802606880664825, 0.0014138519763946533, 0.02658890187740326, 8.594617247581482e-05, 0.00017565861344337463]","[0.9987499713897705, 0.9959375262260437, 0.9931250214576721, 0.9962499737739563, 0.9850000143051147, 0.9965624809265137, 0.9693750143051147]","[0.007582604885101318, 0.015289542265236378, 0.02347773127257824, 0.015525725670158863, 0.04492088407278061, 0.014271177351474762, 0.13417895138263702]"
252,2400,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
253,2409,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00047909095883369446, 0.0027862414717674255, 0.0038410834968090057, 0.0002832449972629547, 0.00011283904314041138, 0.00022821128368377686, 0.011716343462467194]",,
254,2419,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.84375, 1.0]",,"[8.095800876617432e-05, 0.017407335340976715, 0.00013130158185958862, 0.01750722900032997, 0.0007222369313240051, 0.7851228713989258, 5.36404550075531e-05]",,
255,2429,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 0.9375, 1.0, 1.0, 1.0]",,"[0.0007689930498600006, 7.234513759613037e-05, 0.0027263015508651733, 0.16345548629760742, 0.00011204183101654053, 0.002282284200191498, 0.007630147039890289]",,
256,2439,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[0.9375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.1624281406402588, 0.0002841539680957794, 0.005161456763744354, 0.0021933168172836304, 0.010632552206516266, 0.0009077750146389008, 5.276873707771301e-05]",,
257,2449,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.02521282061934471, 0.0019167587161064148, 0.0004945509135723114, 6.425008177757263e-05, 0.0007075443863868713, 0.0005176402628421783, 0.015223115682601929]",,
258,2459,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.90625, 1.0]",,"[0.023055091500282288, 0.0012724287807941437, 0.00023708119988441467, 4.7422945499420166e-05, 3.5762786865234375e-05, 0.28817135095596313, 0.021261323243379593]",,
259,2469,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[0.9375, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.11697642505168915, 0.023479163646697998, 0.10027989745140076, 0.0014016330242156982, 7.773935794830322e-05, 0.0011755824089050293, 0.0019025728106498718]",,
260,2479,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[0.9375, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.11490535736083984, 0.0006050728261470795, 0.0006966814398765564, 9.606778621673584e-05, 0.0002824552357196808, 0.012988708913326263, 0.2405344545841217]",,
261,2489,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]",,"[0.004603281617164612, 0.0015653334558010101, 5.2947551012039185e-05, 0.0026559382677078247, 0.08179811388254166, 0.00010286271572113037, 0.0007884353399276733]",,
262,2499,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.09724034368991852, 2.7958303689956665e-05, 0.0004940591752529144, 0.016112618148326874, 0.0010045766830444336, 6.195530295372009e-05, 0.0003461278975009918]",,
263,2509,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.021245744079351425, 0.00651763379573822, 0.0029781460762023926, 0.0014875978231430054, 5.949661135673523e-05, 0.00018878653645515442, 0.0009072907269001007]",,
264,2519,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[8.453056216239929e-05, 0.00036334991455078125, 0.002541154623031616, 0.015507251024246216, 6.313621997833252e-05, 6.96815550327301e-05, 0.0003642067313194275]",,
265,2529,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0008170828223228455, 6.124749779701233e-05, 0.0004743114113807678, 0.010862290859222412, 0.0006548874080181122, 0.002222210168838501, 0.011805053800344467]",,
266,2539,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.07056014239788055, 0.007138535380363464, 0.0006738528609275818, 0.0023765526711940765, 6.20521605014801e-05, 0.0012123696506023407, 0.0035414621233940125]",,
267,2549,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 0.9375, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0006407164037227631, 0.07342349737882614, 0.00016052275896072388, 0.0005663707852363586, 4.994124174118042e-05, 0.0017074234783649445, 0.0009924806654453278]",,
268,2559,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0008295327425003052, 0.06783740222454071, 6.891787052154541e-05, 0.0007389895617961884, 0.00041115283966064453, 0.0001053735613822937, 0.0003800131380558014]",,
269,2569,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.0009546093642711639, 8.076056838035583e-05, 0.00014085695147514343, 0.000495564192533493, 0.0005374923348426819, 5.035474896430969e-05, 0.08948458731174469]",,
270,2579,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 0.96875, 1.0, 0.9375, 1.0, 1.0]",,"[4.294887185096741e-05, 0.0008663274347782135, 0.19708818197250366, 0.0015584789216518402, 0.11158744990825653, 0.0005598142743110657, 0.0013729892671108246]",,
271,2589,,,,,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.006443381309509277, 0.015787646174430847, 6.91339373588562e-05, 0.001859620213508606, 4.94346022605896e-05, 0.05554478242993355, 0.0001390613615512848]",,
272,2599,"[0.6764705777168274, 0.9902557730674744, 0.9986894130706787, 0.9814356565475464, 0.9740098714828491, 1.0, 0.9951159954071045]","[0.8793103694915771, 0.9975639581680298, 0.9987878799438477, 0.9974293112754822, 0.9974683523178101, 1.0, 1.0]","[0.9169719219207764, 0.9986594915390015, 0.9901356101036072, 0.997560977935791, 0.9914529919624329, 0.9962916970252991, 0.9935897588729858]","[1.0, 1.0, 1.0, 0.998740553855896, 0.9961685538291931, 0.998769998550415, 0.995055615901947]","[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",,"[0.9828906059265137, 1.0, 0.9971093535423279, 0.9990624785423279, 0.9743750095367432, 0.9999218583106995, 0.9986718893051147]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05188871920108795, 6.026006303727627e-05, 0.008880720473825932, 0.002936745062470436, 0.08253547549247742, 0.001075509237125516, 0.006240648217499256]","[0.018409214913845062, 4.503875970840454e-05, 0.0007318556308746338, 0.0010087154805660248, 0.001640908420085907, 7.675588130950928e-05, 0.000657644122838974]","[0.8690624833106995, 0.9965624809265137, 0.996874988079071, 0.9937499761581421, 0.9896875023841858, 0.9987499713897705, 0.9959375262260437]","[0.37731465697288513, 0.014385375194251537, 0.020711762830615044, 0.021012961864471436, 0.05961698666214943, 0.007160891778767109, 0.013661756180226803]"
273,2600,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
274,2609,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[0.9375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0964551791548729, 0.0028491951525211334, 0.010927688330411911, 0.0018451586365699768, 6.840750575065613e-05, 0.0005534477531909943, 4.763901233673096e-05]",,
275,2619,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.0009131506085395813, 0.03394429013133049, 0.00011166930198669434, 5.0615519285202026e-05, 0.006293114274740219, 0.12165422737598419, 0.013833560049533844]",,
276,2629,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[4.671141505241394e-05, 4.673376679420471e-05, 0.0003418251872062683, 0.005956146866083145, 0.00013481080532073975, 0.26384100317955017, 0.00033432990312576294]",,
277,2639,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 0.96875, 1.0, 1.0, 1.0]",,"[0.00019646808505058289, 0.029593493789434433, 0.0022544823586940765, 0.03669588267803192, 0.0025036633014678955, 3.88026237487793e-05, 0.0007435008883476257]",,
278,2649,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9375, 1.0]",,"[0.00010776892304420471, 7.785484194755554e-05, 4.6156346797943115e-05, 0.007011108100414276, 0.013662159442901611, 0.07739938795566559, 0.0002983212471008301]",,
279,2659,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 0.9375, 1.0, 1.0, 1.0, 1.0]",,"[0.00013871490955352783, 4.7292560338974e-05, 0.19067487120628357, 0.00048066675662994385, 0.0026067830622196198, 0.0020515061914920807, 0.017028365284204483]",,
280,2669,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.001869354397058487, 0.0359993577003479, 0.0004915036261081696, 0.011185117065906525, 0.014708537608385086, 3.661587834358215e-05, 0.012045461684465408]",,
281,2679,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.0004094131290912628, 0.0007625631988048553, 0.16042570769786835, 0.00034724920988082886, 0.0001596212387084961, 4.1756778955459595e-05, 0.013280827552080154]",,
282,2689,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[5.8941543102264404e-05, 5.535408854484558e-05, 8.231773972511292e-05, 0.03164840489625931, 3.098323941230774e-05, 0.00019218027591705322, 0.0004908181726932526]",,
283,2699,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[3.843754529953003e-05, 4.2166560888290405e-05, 0.002249874174594879, 0.006713412702083588, 0.0007374249398708344, 0.00024784356355667114, 0.0010901093482971191]",,
284,2709,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[6.419792771339417e-05, 0.00012109801173210144, 0.002689577639102936, 0.002733878791332245, 0.00043751299381256104, 3.922358155250549e-05, 0.03552504628896713]",,
285,2719,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[5.211681127548218e-05, 0.038151562213897705, 0.00019042938947677612, 0.00042964890599250793, 0.015821106731891632, 0.00017309188842773438, 0.0003117471933364868]",,
286,2729,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9375, 1.0]",,"[4.408881068229675e-05, 0.001776527613401413, 2.8505921363830566e-05, 0.00029543787240982056, 0.00013757869601249695, 0.14621594548225403, 0.0003661513328552246]",,
287,2739,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0005669891834259033, 5.345791578292847e-05, 0.0006255395710468292, 0.02991127222776413, 0.0004141367971897125, 0.009093202650547028, 0.0013161860406398773]",,
288,2749,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[5.174800753593445e-05, 0.014114778488874435, 0.0015865638852119446, 0.004061087965965271, 0.010673630982637405, 4.6484172344207764e-05, 0.00015506520867347717]",,
289,2759,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[5.392730236053467e-05, 0.00034529343247413635, 1.4144927263259888e-05, 4.501268267631531e-05, 0.004402730613946915, 0.0003242678940296173, 0.021190036088228226]",,
290,2769,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]",,"[5.144625902175903e-05, 0.0017531849443912506, 0.0004587695002555847, 5.788728594779968e-05, 0.10489756613969803, 0.007732409983873367, 0.00037339702248573303]",,
291,2779,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.000871613621711731, 4.754960536956787e-05, 0.029761821031570435, 0.04246313497424126, 0.0001619495451450348, 0.0005498342216014862, 3.4071505069732666e-05]",,
292,2789,,,,,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0001321546733379364, 0.00041094422340393066, 0.0008810125291347504, 8.779764175415039e-05, 0.00017021223902702332, 4.320591688156128e-05, 0.006658509373664856]",,
